t_s,v_volt,is_amp,i_amp,q_coulomb,soc_percent,v_model_volt,residual_volt,power_watt
540,3.93001599691,0.346998400309,0.74,399.6,85,3.93001599691,8.79296635503e-14,2.90821183772
541,3.92979723018,0.347020276982,0.74,400.34,84.9722222222,3.92979723018,6.5281113848e-14,2.90804995033
542,3.92957859455,0.347042140545,0.74,401.08,84.9444444444,3.92957859455,8.65973959208e-14,2.90788815996
543,3.92936008904,0.347063991096,0.74,401.82,84.9166666667,3.92936008904,9.94759830064e-14,2.90772646589
544,3.92914171267,0.347085828733,0.74,402.56,84.8888888889,3.92914171267,1.02584607475e-13,2.90756486737
545,3.92892346446,0.347107653554,0.74,403.3,84.8611111111,3.92892346446,8.79296635503e-14,2.9074033637
546,3.92870534346,0.347129465654,0.74,404.04,84.8333333333,3.92870534346,9.7699626167e-14,2.90724195416
547,3.92848734869,0.347151265131,0.74,404.78,84.8055555556,3.92848734869,8.70414851306e-14,2.90708063803
548,3.9282694792,0.34717305208,0.74,405.52,84.7777777778,3.9282694792,1.1857181903e-13,2.90691941461
549,3.92805173405,0.347194826595,0.74,406.26,84.75,3.92805173405,8.881784197e-14,2.9067582832
550,3.9278341123,0.34721658877,0.74,407,84.7222222222,3.92783411231,9.05941988094e-14,2.90659724311
551,3.92761661303,0.347238338697,0.74,407.74,84.6944444444,3.92761661303,8.34887714518e-14,2.90643629364
552,3.92739923529,0.347260076471,0.74,408.48,84.6666666667,3.92739923529,1.1812772982e-13,2.90627543412
553,3.92718197819,0.347281802181,0.74,409.22,84.6388888889,3.92718197819,9.10382880193e-14,2.90611466386
554,3.9269648408,0.34730351592,0.74,409.96,84.6111111111,3.9269648408,8.12683254026e-14,2.90595398219
555,3.92674782222,0.347325217778,0.74,410.7,84.5833333333,3.92674782222,1.07025499574e-13,2.90579338845
556,3.92653092157,0.347346907843,0.74,411.44,84.5555555556,3.92653092157,9.63673585375e-14,2.90563288196
557,3.92631413793,0.347368586207,0.74,412.18,84.5277777778,3.92631413793,6.97220059465e-14,2.90547246207
558,3.92609747045,0.347390252955,0.74,412.92,84.5,3.92609747045,7.9936057773e-14,2.90531212813
559,3.92588091822,0.347411908178,0.74,413.66,84.4722222222,3.92588091822,8.57092175011e-14,2.90515187949
560,3.9256644804,0.34743355196,0.74,414.4,84.4444444444,3.9256644804,9.28146448587e-14,2.9049917155
561,3.92544815611,0.347455184389,0.74,415.14,84.4166666667,3.92544815611,7.9936057773e-14,2.90483163552
562,3.9252319445,0.34747680555,0.74,415.88,84.3888888889,3.9252319445,8.97060203897e-14,2.90467163893
563,3.92501584471,0.347498415529,0.74,416.62,84.3611111111,3.92501584471,9.37028232784e-14,2.90451172508
564,3.9247998559,0.34752001441,0.74,417.36,84.3333333333,3.9247998559,8.97060203897e-14,2.90435189337
565,3.92458397724,0.347541602276,0.74,418.1,84.3055555556,3.92458397724,7.4162898045e-14,2.90419214316
566,3.9243682079,0.34756317921,0.74,418.84,84.2777777778,3.9243682079,8.74855743405e-14,2.90403247384
567,3.92415254704,0.347584745296,0.74,419.58,84.25,3.92415254704,1.02584607475e-13,2.90387288481
568,3.92393699385,0.347606300615,0.74,420.32,84.2222222222,3.92393699385,9.81437153769e-14,2.90371337545
569,3.92372154752,0.347627845248,0.74,421.06,84.1944444444,3.92372154752,8.92619311799e-14,2.90355394516
570,3.92350620724,0.347649379276,0.74,421.8,84.1666666667,3.92350620724,8.83737527602e-14,2.90339459336
571,3.92329097221,0.347670902779,0.74,422.54,84.1388888889,3.92329097221,7.94919685632e-14,2.90323531943
572,3.92307584163,0.347692415837,0.74,423.28,84.1111111111,3.92307584163,9.54791801178e-14,2.90307612281
573,3.92286081472,0.347713918528,0.74,424.02,84.0833333333,3.92286081472,7.68274333041e-14,2.9029170029
574,3.9226458907,0.34773541093,0.74,424.76,84.0555555556,3.9226458907,1.1945999745e-13,2.90275795912
575,3.92243106879,0.347756893121,0.74,425.5,84.0277777778,3.92243106879,1.11022302463e-13,2.9025989909
576,3.92221634821,0.347778365179,0.74,426.24,84,3.92221634821,8.83737527602e-14,2.90244009768
577,3.92200172821,0.347799827179,0.74,426.98,83.9722222222,3.92200172821,7.68274333041e-14,2.90228127887
578,3.92178720802,0.347821279198,0.74,427.72,83.9444444444,3.92178720802,7.59392548844e-14,2.90212253393
579,3.92157278689,0.347842721311,0.74,428.46,83.9166666667,3.92157278689,7.19424519957e-14,2.9019638623
580,3.92135846407,0.347864153593,0.74,429.2,83.8888888889,3.92135846407,1.11466391672e-13,2.90180526341
581,3.92114423883,0.347885576117,0.74,429.94,83.8611111111,3.92114423883,5.41788836017e-14,2.90164673673
582,3.92093011042,0.347906988958,0.74,430.68,83.8333333333,3.92093011042,7.46069872548e-14,2.90148828171
583,3.92071607811,0.347928392189,0.74,431.42,83.8055555556,3.92071607811,1.07025499574e-13,2.9013298978
584,3.92050214119,0.347949785881,0.74,432.16,83.7777777778,3.92050214119,8.61533067109e-14,2.90117158448
585,3.92028829892,0.347971170108,0.74,432.9,83.75,3.92028829892,7.94919685632e-14,2.9010133412
586,3.92007455059,0.347992544941,0.74,433.64,83.7222222222,3.92007455059,1.27453603227e-13,2.90085516744
587,3.9198608955,0.34801391045,0.74,434.38,83.6944444444,3.9198608955,9.45910016981e-14,2.90069706267
588,3.91964733294,0.348035266706,0.74,435.12,83.6666666667,3.91964733294,7.77156117238e-14,2.90053902638
589,3.91943386222,0.348056613778,0.74,435.86,83.6388888889,3.91943386222,1.14575016141e-13,2.90038105804
590,3.91922048263,0.348077951737,0.74,436.6,83.6111111111,3.91922048263,8.34887714518e-14,2.90022315715
591,3.9190071935,0.34809928065,0.74,437.34,83.5833333333,3.9190071935,9.28146448587e-14,2.90006532319
592,3.91879399414,0.348120600586,0.74,438.08,83.5555555556,3.91879399414,6.88338275268e-14,2.89990755566
593,3.91858088386,0.348141911614,0.74,438.82,83.5277777778,3.91858088386,8.83737527602e-14,2.89974985406
594,3.91836786201,0.348163213799,0.74,439.56,83.5,3.91836786201,8.39328606617e-14,2.89959221789
595,3.91815492791,0.348184507209,0.74,440.3,83.4722222222,3.91815492791,8.74855743405e-14,2.89943464665
596,3.9179420809,0.34820579191,0.74,441.04,83.4444444444,3.9179420809,1.10134124043e-13,2.89927713987
597,3.91772932032,0.348227067968,0.74,441.78,83.4166666667,3.91772932032,7.19424519957e-14,2.89911969704
598,3.91751664553,0.348248335447,0.74,442.52,83.3888888889,3.91751664553,7.94919685632e-14,2.89896231769
599,3.91730405586,0.348269594414,0.74,443.26,83.3611111111,3.91730405586,7.59392548844e-14,2.89880500134
600,3.91709155069,0.348290844931,0.74,444,83.3333333333,3.91709155069,8.48210390814e-14,2.89864774751
601,3.91687912936,0.348312087064,0.74,444.74,83.3055555556,3.91687912936,6.35047570086e-14,2.89849055573
602,3.91666679126,0.348333320874,0.74,445.48,83.2777777778,3.91666679126,9.32587340685e-14,2.89833342553
603,3.91645453575,0.348354546425,0.74,446.22,83.25,3.91645453575,8.3044682242e-14,2.89817635646
604,3.91624236221,0.348375763779,0.74,446.96,83.2222222222,3.91624236221,7.9936057773e-14,2.89801934803
605,3.91603027001,0.348396972999,0.74,447.7,83.1944444444,3.91603027001,8.79296635503e-14,2.89786239981
606,3.91581825856,0.348418174144,0.74,448.44,83.1666666667,3.91581825856,9.23705556488e-14,2.89770551133
607,3.91560632723,0.348439367277,0.74,449.18,83.1388888889,3.91560632723,7.59392548844e-14,2.89754868215
608,3.91539447542,0.348460552458,0.74,449.92,83.1111111111,3.91539447542,1.03916875105e-13,2.89739191181
609,3.91518270253,0.348481729747,0.74,450.66,83.0833333333,3.91518270253,8.57092175011e-14,2.89723519987
610,3.91497100797,0.348502899203,0.74,451.4,83.0555555556,3.91497100797,8.39328606617e-14,2.89707854589
611,3.91475939114,0.348524060886,0.74,452.14,83.0277777778,3.91475939114,5.24025267623e-14,2.89692194944
612,3.91454785146,0.348545214854,0.74,452.88,83,3.91454785146,1.14130926931e-13,2.89676541008
613,3.91433638834,0.348566361166,0.74,453.62,82.9722222222,3.91433638834,7.37188088351e-14,2.89660892737
614,3.91412500122,0.348587499878,0.74,454.36,82.9444444444,3.91412500122,6.66133814775e-14,2.8964525009
615,3.9139136895,0.34860863105,0.74,455.1,82.9166666667,3.9139136895,6.66133814775e-14,2.89629613023
616,3.91370245263,0.348629754737,0.74,455.84,82.8888888889,3.91370245263,8.97060203897e-14,2.89613981495
617,3.91349129005,0.348650870995,0.74,456.58,82.8611111111,3.91349129005,6.5281113848e-14,2.89598355463
618,3.91328020118,0.348671979882,0.74,457.32,82.8333333333,3.91328020118,1.25233157178e-13,2.89582734887
619,3.91306918547,0.348693081453,0.74,458.06,82.8055555556,3.91306918547,5.37347943919e-14,2.89567119725
620,3.91285824238,0.348714175762,0.74,458.8,82.7777777778,3.91285824238,8.48210390814e-14,2.89551509936
621,3.91264737135,0.348735262865,0.74,459.54,82.75,3.91264737135,7.01660951563e-14,2.8953590548
622,3.91243657183,0.348756342817,0.74,460.28,82.7222222222,3.91243657183,7.63833440942e-14,2.89520306316
623,3.9122258433,0.34877741567,0.74,461.02,82.6944444444,3.9122258433,6.66133814775e-14,2.89504712404
624,3.91201518521,0.348798481479,0.74,461.76,82.6666666667,3.91201518521,1.01252339846e-13,2.89489123705
625,3.91180459703,0.348819540297,0.74,462.5,82.6388888889,3.91180459703,1.04805053525e-13,2.8947354018
626,3.91159407824,0.348840592176,0.74,463.24,82.6111111111,3.91159407824,6.12843109593e-14,2.89457961789
627,3.9113836283,0.34886163717,0.74,463.98,82.5833333333,3.9113836283,1.02584607475e-13,2.89442388494
628,3.91117324671,0.348882675329,0.74,464.72,82.5555555556,3.91117324671,1.04805053525e-13,2.89426820256
629,3.91096293294,0.348903706706,0.74,465.46,82.5277777778,3.91096293294,8.70414851306e-14,2.89411257038
630,3.91075268648,0.348924731352,0.74,466.2,82.5,3.91075268648,9.45910016981e-14,2.893956988
631,3.91054250683,0.348945749317,0.74,466.94,82.4722222222,3.91054250683,5.86197757002e-14,2.89380145506
632,3.91033239348,0.348966760652,0.74,467.68,82.4444444444,3.91033239348,7.54951656745e-14,2.89364597118
633,3.91012234593,0.348987765407,0.74,468.42,82.4166666667,3.91012234593,7.06101843662e-14,2.89349053599
634,3.90991236369,0.349008763631,0.74,469.16,82.3888888889,3.90991236369,7.68274333041e-14,2.89333514913
635,3.90970244625,0.349029755375,0.74,469.9,82.3611111111,3.90970244625,6.79456491071e-14,2.89317981023
636,3.90949259314,0.349050740686,0.74,470.64,82.3333333333,3.90949259314,4.13002965161e-14,2.89302451892
637,3.90928280386,0.349071719614,0.74,471.38,82.3055555556,3.90928280386,7.86037901435e-14,2.89286927485
638,3.90907307793,0.349092692207,0.74,472.12,82.2777777778,3.90907307793,5.68434188608e-14,2.89271407767
639,3.90886341489,0.349113658511,0.74,472.86,82.25,3.90886341489,8.08242361927e-14,2.89255892702
640,3.90865381424,0.349134618576,0.74,473.6,82.2222222222,3.90865381424,1.10578213253e-13,2.89240382254
641,3.90844427552,0.349155572448,0.74,474.34,82.1944444444,3.90844427552,7.94919685632e-14,2.89224876389
642,3.90823479827,0.349176520173,0.74,475.08,82.1666666667,3.90823479827,6.30606677987e-14,2.89209375072
643,3.90802538202,0.349197461798,0.74,475.82,82.1388888889,3.90802538202,1.13686837722e-13,2.89193878269
644,3.9078160263,0.34921839737,0.74,476.56,82.1111111111,3.9078160263,1.15907283771e-13,2.89178385946
645,3.90760673067,0.349239326933,0.74,477.3,82.0833333333,3.90760673067,7.68274333041e-14,2.8916289807
646,3.90739749467,0.349260250533,0.74,478.04,82.0555555556,3.90739749467,9.63673585375e-14,2.89147414605
647,3.90718831784,0.349281168216,0.74,478.78,82.0277777778,3.90718831784,8.881784197e-14,2.8913193552
648,3.90697919975,0.349302080025,0.74,479.52,82,3.90697919975,6.61692922677e-14,2.89116460781
649,3.90677013994,0.349322986006,0.74,480.26,81.9722222222,3.90677013994,8.74855743405e-14,2.89100990356
650,3.90656113798,0.349343886202,0.74,481,81.9444444444,3.90656113798,8.881784197e-14,2.89085524211
651,3.90635219344,0.349364780656,0.74,481.74,81.9166666667,3.90635219344,8.52651282912e-14,2.89070062314
652,3.90614330587,0.349385669413,0.74,482.48,81.8888888889,3.90614330587,6.43929354283e-14,2.89054604634
653,3.90593447485,0.349406552515,0.74,483.22,81.8611111111,3.90593447485,6.83897383169e-14,2.89039151139
654,3.90572569995,0.349427430005,0.74,483.96,81.8333333333,3.90572569995,6.30606677987e-14,2.89023701796
655,3.90551698075,0.349448301925,0.74,484.7,81.8055555556,3.90551698075,4.92939022934e-14,2.89008256576
656,3.90530831683,0.349469168317,0.74,485.44,81.7777777778,3.90530831683,7.14983627859e-14,2.88992815446
657,3.90509970777,0.349490029223,0.74,486.18,81.75,3.90509970777,7.77156117238e-14,2.88977378375
658,3.90489115315,0.349510884685,0.74,486.92,81.7222222222,3.90489115315,9.45910016981e-14,2.88961945333
659,3.90468265257,0.349531734743,0.74,487.66,81.6944444444,3.90468265257,1.1857181903e-13,2.88946516291
660,3.90447420562,0.349552579438,0.74,488.4,81.6666666667,3.90447420562,6.48370246381e-14,2.88931091216
661,3.90426581189,0.349573418811,0.74,489.14,81.6388888889,3.90426581189,5.46229728116e-14,2.8891567008
662,3.90405747098,0.349594252902,0.74,489.88,81.6111111111,3.90405747098,8.21565038223e-14,2.88900252853
663,3.9038491825,0.34961508175,0.74,490.62,81.5833333333,3.9038491825,7.4162898045e-14,2.88884839505
664,3.90364094604,0.349635905396,0.74,491.36,81.5555555556,3.90364094604,6.61692922677e-14,2.88869430007
665,3.90343276121,0.349656723879,0.74,492.1,81.5277777778,3.90343276121,6.92779167366e-14,2.8885402433
666,3.90322462763,0.349677537237,0.74,492.84,81.5,3.90322462763,7.1054273576e-14,2.88838622445
667,3.90301654491,0.349698345509,0.74,493.58,81.4722222222,3.90301654491,7.46069872548e-14,2.88823224323
668,3.90280851266,0.349719148734,0.74,494.32,81.4444444444,3.90280851266,7.32747196253e-14,2.88807829937
669,3.9026005305,0.34973994695,0.74,495.06,81.4166666667,3.9026005305,8.70414851306e-14,2.88792439257
670,3.90239259805,0.349760740195,0.74,495.8,81.3888888889,3.90239259805,8.3044682242e-14,2.88777052256
671,3.90218471495,0.349781528505,0.74,496.54,81.3611111111,3.90218471495,9.72555369572e-14,2.88761668906
672,3.90197688081,0.349802311919,0.74,497.28,81.3333333333,3.90197688081,6.88338275268e-14,2.8874628918
673,3.90176909527,0.349823090473,0.74,498.02,81.3055555556,3.90176909527,1.04360964315e-13,2.8873091305
674,3.90156135796,0.349843864204,0.74,498.76,81.2777777778,3.90156135796,8.65973959208e-14,2.88715540489
675,3.90135366852,0.349864633148,0.74,499.5,81.25,3.90135366852,8.08242361927e-14,2.8870017147
676,3.90114602658,0.349885397342,0.74,500.24,81.2222222222,3.90114602658,8.39328606617e-14,2.88684805967
677,3.90093843179,0.349906156821,0.74,500.98,81.1944444444,3.90093843179,6.48370246381e-14,2.88669443952
678,3.90073088379,0.349926911621,0.74,501.72,81.1666666667,3.90073088379,8.12683254026e-14,2.886540854
679,3.90052338222,0.349947661778,0.74,502.46,81.1388888889,3.90052338222,9.28146448587e-14,2.88638730284
680,3.90031592674,0.349968407326,0.74,503.2,81.1111111111,3.90031592674,7.90478793533e-14,2.88623378579
681,3.90010851701,0.349989148299,0.74,503.94,81.0833333333,3.90010851701,1.07913677994e-13,2.88608030258
682,3.89990115266,0.350009884734,0.74,504.68,81.0555555556,3.89990115266,8.70414851306e-14,2.88592685297
683,3.89969383337,0.350030616663,0.74,505.42,81.0277777778,3.89969383337,8.52651282912e-14,2.88577343669
684,3.89948655879,0.350051344121,0.74,506.16,81,3.89948655879,8.39328606617e-14,2.8856200535
685,3.89927932858,0.350072067142,0.74,506.9,80.9722222222,3.89927932858,1.02584607475e-13,2.88546670315
686,3.89907214241,0.350092785759,0.74,507.64,80.9444444444,3.89907214241,6.35047570086e-14,2.88531338538
687,3.89886499994,0.350113500006,0.74,508.38,80.9166666667,3.89886499994,8.48210390814e-14,2.88516009996
688,3.89865790086,0.350134209914,0.74,509.12,80.8888888889,3.89865790086,6.75015598972e-14,2.88500684663
689,3.89845084482,0.350154915518,0.74,509.86,80.8611111111,3.89845084482,9.63673585375e-14,2.88485362517
690,3.89824383151,0.350175616849,0.74,510.6,80.8333333333,3.89824383151,8.61533067109e-14,2.88470043531
691,3.89803686059,0.350196313941,0.74,511.34,80.8055555556,3.89803686059,9.94759830064e-14,2.88454727684
692,3.89782993176,0.350217006824,0.74,512.08,80.7777777778,3.89782993176,7.72715225139e-14,2.8843941495
693,3.89762304469,0.350237695531,0.74,512.82,80.75,3.89762304469,4.17443857259e-14,2.88424105307
694,3.89741619907,0.350258380093,0.74,513.56,80.7222222222,3.89741619907,8.39328606617e-14,2.88408798732
695,3.89720939459,0.350279060541,0.74,514.3,80.6944444444,3.89720939459,5.72875080707e-14,2.883934952
696,3.89700263093,0.350299736907,0.74,515.04,80.6666666667,3.89700263093,7.4162898045e-14,2.88378194689
697,3.89679590779,0.350320409221,0.74,515.78,80.6388888889,3.89679590779,8.74855743405e-14,2.88362897177
698,3.89658922486,0.350341077514,0.74,516.52,80.6111111111,3.89658922486,7.59392548844e-14,2.8834760264
699,3.89638258184,0.350361741816,0.74,517.26,80.5833333333,3.89638258184,7.63833440942e-14,2.88332311056
700,3.89617597842,0.350382402158,0.74,518,80.5555555556,3.89617597842,9.05941988094e-14,2.88317022403
701,3.89596941431,0.350403058569,0.74,518.74,80.5277777778,3.89596941431,8.65973959208e-14,2.88301736659
702,3.89576288922,0.350423711078,0.74,519.48,80.5,3.89576288922,7.4162898045e-14,2.88286453802
703,3.89555640283,0.350444359717,0.74,520.22,80.4722222222,3.89555640283,8.48210390814e-14,2.8827117381
704,3.89534995488,0.350465004512,0.74,520.96,80.4444444444,3.89534995488,9.72555369572e-14,2.88255896661
705,3.89514354505,0.350485645495,0.74,521.7,80.4166666667,3.89514354505,8.03801469829e-14,2.88240622334
706,3.89493717308,0.350506282692,0.74,522.44,80.3888888889,3.89493717308,8.57092175011e-14,2.88225350808
707,3.89473083866,0.350526916134,0.74,523.18,80.3611111111,3.89473083866,9.45910016981e-14,2.88210082061
708,3.89452454152,0.350547545848,0.74,523.92,80.3333333333,3.89452454152,8.12683254026e-14,2.88194816072
709,3.89431828137,0.350568171863,0.74,524.66,80.3055555556,3.89431828137,8.61533067109e-14,2.88179552822
710,3.89411205794,0.350588794206,0.74,525.4,80.2777777778,3.89411205794,8.39328606617e-14,2.88164292288
711,3.89390587095,0.350609412905,0.74,526.14,80.25,3.89390587095,8.26005930321e-14,2.88149034451
712,3.89369972013,0.350630027987,0.74,526.88,80.2222222222,3.89369972013,7.63833440942e-14,2.88133779289
713,3.89349360519,0.350650639481,0.74,527.62,80.1944444444,3.89349360519,9.05941988094e-14,2.88118526784
714,3.89328752588,0.350671247412,0.74,528.36,80.1666666667,3.89328752588,7.72715225139e-14,2.88103276915
715,3.89308148191,0.350691851809,0.74,529.1,80.1388888889,3.89308148191,4.4408920985e-14,2.88088029662
716,3.89287547303,0.350712452697,0.74,529.84,80.1111111111,3.89287547303,9.50350909079e-14,2.88072785004
717,3.89266949897,0.350733050103,0.74,530.58,80.0833333333,3.89266949897,1.01696429056e-13,2.88057542924
718,3.89246355947,0.350753644053,0.74,531.32,80.0555555556,3.89246355947,8.65973959208e-14,2.88042303401
719,3.89225765426,0.350774234574,0.74,532.06,80.0277777778,3.89225765426,9.50350909079e-14,2.88027066415
720,3.89205178309,0.350794821691,0.74,532.8,80,3.89205178309,6.5281113848e-14,2.88011831949
721,3.8918459457,0.35081540543,0.74,533.54,79.9722222222,3.8918459457,4.26325641456e-14,2.87996599982
722,3.89164014183,0.350835985817,0.74,534.28,79.9444444444,3.89164014183,1.04360964315e-13,2.87981370496
723,3.89143437124,0.350856562876,0.74,535.02,79.9166666667,3.89143437124,6.66133814775e-14,2.87966143472
724,3.89122863366,0.350877136634,0.74,535.76,79.8888888889,3.89122863366,6.12843109593e-14,2.87950918891
725,3.89102292886,0.350897707114,0.74,536.5,79.8611111111,3.89102292886,6.92779167366e-14,2.87935696736
726,3.89081725658,0.350918274342,0.74,537.24,79.8333333333,3.89081725658,7.68274333041e-14,2.87920476987
727,3.89061161658,0.350938838342,0.74,537.98,79.8055555556,3.89061161658,6.08402217495e-14,2.87905259627
728,3.89040600862,0.350959399138,0.74,538.72,79.7777777778,3.89040600862,8.881784197e-14,2.87890044638
729,3.89020043244,0.350979956756,0.74,539.46,79.75,3.89020043244,7.63833440942e-14,2.87874832001
730,3.88999488782,0.351000511218,0.74,540.2,79.7222222222,3.88999488782,5.95079541199e-14,2.87859621699
731,3.88978937452,0.351021062548,0.74,540.94,79.6944444444,3.88978937452,3.73034936274e-14,2.87844413714
732,3.88958389229,0.351041610771,0.74,541.68,79.6666666667,3.88958389229,7.19424519957e-14,2.8782920803
733,3.88937844091,0.351062155909,0.74,542.42,79.6388888889,3.88937844091,7.77156117238e-14,2.87814004627
734,3.88917302014,0.351082697986,0.74,543.16,79.6111111111,3.88917302014,8.92619311799e-14,2.8779880349
735,3.88896762974,0.351103237026,0.74,543.9,79.5833333333,3.88896762974,1.07469588784e-13,2.87783604601
736,3.8887622695,0.35112377305,0.74,544.64,79.5555555556,3.8887622695,5.95079541199e-14,2.87768407943
737,3.88855693918,0.351144306082,0.74,545.38,79.5277777778,3.88855693918,3.73034936274e-14,2.87753213499
738,3.88835163856,0.351164836144,0.74,546.12,79.5,3.88835163856,9.05941988094e-14,2.87738021253
739,3.88814636741,0.351185363259,0.74,546.86,79.4722222222,3.88814636741,9.41469124882e-14,2.87722831188
740,3.88794112551,0.351205887449,0.74,547.6,79.4444444444,3.88794112551,5.50670620214e-14,2.87707643288
741,3.88773591264,0.351226408736,0.74,548.34,79.4166666667,3.88773591264,9.32587340685e-14,2.87692457535
742,3.88753072858,0.351246927142,0.74,549.08,79.3888888889,3.88753072858,6.17284001692e-14,2.87677273915
743,3.88732557311,0.351267442689,0.74,549.82,79.3611111111,3.88732557311,7.72715225139e-14,2.8766209241
744,3.88712044602,0.351287955398,0.74,550.56,79.3333333333,3.88712044602,7.46069872548e-14,2.87646913005
745,3.88691534709,0.351308465291,0.74,551.3,79.3055555556,3.88691534709,8.57092175011e-14,2.87631735684
746,3.88671027611,0.351328972389,0.74,552.04,79.2777777778,3.88671027611,5.06261699229e-14,2.87616560432
747,3.88650523287,0.351349476713,0.74,552.78,79.25,3.88650523287,9.54791801178e-14,2.87601387232
748,3.88630021716,0.351369978284,0.74,553.52,79.2222222222,3.88630021716,5.95079541199e-14,2.8758621607
749,3.88609522877,0.351390477123,0.74,554.26,79.1944444444,3.88609522877,8.61533067109e-14,2.87571046929
750,3.88589026749,0.351410973251,0.74,555,79.1666666667,3.88589026749,9.23705556488e-14,2.87555879794
751,3.88568533313,0.351431466687,0.74,555.74,79.1388888889,3.88568533313,7.72715225139e-14,2.87540714652
752,3.88548042547,0.351451957453,0.74,556.48,79.1111111111,3.88548042547,7.50510764647e-14,2.87525551485
753,3.88527554432,0.351472445568,0.74,557.22,79.0833333333,3.88527554432,6.30606677987e-14,2.8751039028
754,3.88507068948,0.351492931052,0.74,557.96,79.0555555556,3.88507068948,8.881784197e-14,2.87495231021
755,3.88486586074,0.351513413926,0.74,558.7,79.0277777778,3.88486586074,6.26165785889e-14,2.87480073695
756,3.88466105791,0.351533894209,0.74,559.44,79,3.88466105791,5.59552404411e-14,2.87464918285
757,3.8844562808,0.35155437192,0.74,560.18,78.9722222222,3.8844562808,9.37028232784e-14,2.87449764779
758,3.8842515292,0.35157484708,0.74,560.92,78.9444444444,3.8842515292,8.3044682242e-14,2.87434613161
759,3.88404680294,0.351595319706,0.74,561.66,78.9166666667,3.88404680294,3.37507799486e-14,2.87419463417
760,3.88384210181,0.351615789819,0.74,562.4,78.8888888889,3.88384210181,7.19424519957e-14,2.87404315534
761,3.88363742562,0.351636257438,0.74,563.14,78.8611111111,3.88363742562,9.01501095996e-14,2.87389169496
762,3.8834327742,0.35165672258,0.74,563.88,78.8333333333,3.8834327742,7.59392548844e-14,2.87374025291
763,3.88322814734,0.351677185266,0.74,564.62,78.8055555556,3.88322814734,7.50510764647e-14,2.87358882903
764,3.88302354487,0.351697645513,0.74,565.36,78.7777777778,3.88302354487,9.14823772291e-14,2.87343742321
765,3.88281896661,0.351718103339,0.74,566.1,78.75,3.88281896661,5.3290705182e-14,2.87328603529
766,3.88261441236,0.351738558764,0.74,566.84,78.7222222222,3.88261441236,8.21565038223e-14,2.87313466514
767,3.88240988195,0.351759011805,0.74,567.58,78.6944444444,3.88240988195,8.74855743405e-14,2.87298331264
768,3.88220537519,0.351779462481,0.74,568.32,78.6666666667,3.88220537519,6.79456491071e-14,2.87283197764
769,3.88200089192,0.351799910808,0.74,569.06,78.6388888889,3.88200089192,7.06101843662e-14,2.87268066002
770,3.88179643194,0.351820356806,0.74,569.8,78.6111111111,3.88179643194,7.14983627859e-14,2.87252935964
771,3.88159199509,0.351840800491,0.74,570.54,78.5833333333,3.88159199509,7.46069872548e-14,2.87237807637
772,3.88138758119,0.351861241881,0.74,571.28,78.5555555556,3.88138758119,4.79616346638e-14,2.87222681008
773,3.88118319007,0.351881680993,0.74,572.02,78.5277777778,3.88118319007,5.37347943919e-14,2.87207556065
774,3.88097882156,0.351902117844,0.74,572.76,78.5,3.88097882156,6.97220059465e-14,2.87192432795
775,3.88077447548,0.351922552452,0.74,573.5,78.4722222222,3.88077447548,3.46389583683e-14,2.87177311185
776,3.88057015166,0.351942984834,0.74,574.24,78.4444444444,3.88057015166,9.45910016981e-14,2.87162191223
777,3.88036584994,0.351963415006,0.74,574.98,78.4166666667,3.88036584994,8.21565038223e-14,2.87147072896
778,3.88016157016,0.351983842984,0.74,575.72,78.3888888889,3.88016157016,4.66293670343e-14,2.87131956192
779,3.87995731213,0.352004268787,0.74,576.46,78.3611111111,3.87995731213,7.23865412056e-14,2.87116841098
780,3.87975307571,0.352024692429,0.74,577.2,78.3333333333,3.87975307571,7.4162898045e-14,2.87101727603
781,3.87954886073,0.352045113927,0.74,577.94,78.3055555556,3.87954886073,6.83897383169e-14,2.87086615694
782,3.87934466702,0.352065533298,0.74,578.68,78.2777777778,3.87934466702,7.90478793533e-14,2.87071505359
783,3.87914049442,0.352085950558,0.74,579.42,78.25,3.87914049442,4.4408920985e-14,2.87056396587
784,3.87893634278,0.352106365722,0.74,580.16,78.2222222222,3.87893634278,9.05941988094e-14,2.87041289366
785,3.87873221194,0.352126778806,0.74,580.9,78.1944444444,3.87873221194,9.81437153769e-14,2.87026183683
786,3.87852810173,0.352147189827,0.74,581.64,78.1666666667,3.87852810173,6.03961325396e-14,2.87011079528
787,3.87832401201,0.352167598799,0.74,582.38,78.1388888889,3.87832401201,4.66293670343e-14,2.86995976889
788,3.87811994262,0.352188005738,0.74,583.12,78.1111111111,3.87811994262,7.94919685632e-14,2.86980875754
789,3.87791589341,0.352208410659,0.74,583.86,78.0833333333,3.87791589341,7.01660951563e-14,2.86965776112
790,3.87771186422,0.352228813578,0.74,584.6,78.0555555556,3.87771186422,6.35047570086e-14,2.86950677952
791,3.8775078549,0.35224921451,0.74,585.34,78.0277777778,3.8775078549,5.99520433298e-14,2.86935581263
792,3.8773038653,0.35226961347,0.74,586.08,78,3.8773038653,6.43929354283e-14,2.86920486033
793,3.87709989528,0.352290010472,0.74,586.82,77.9722222222,3.87709989528,7.63833440942e-14,2.86905392251
794,3.87689594468,0.352310405532,0.74,587.56,77.9444444444,3.87689594468,8.08242361927e-14,2.86890299907
