t_s,v_measured_V,is_A,i_A,q_C,v_fitted_V,residual_V
43,4.12717854468545,0.327282145531455,0.74,31.82,4.12717854468548,3.10862446895044e-14
44,4.12622718084734,0.327377281915266,0.74,32.56,4.12622718084734,7.105427357601e-15
45,4.1252814771301,0.32747185228699,0.74,33.3,4.1252814771301,2.66453525910038e-15
46,4.12434139081606,0.327565860918394,0.74,34.04,4.12434139081607,1.50990331349021e-14
47,4.12340687950996,0.327659312049004,0.74,34.78,4.12340687950995,-6.21724893790088e-15
48,4.12247790113642,0.327752209886358,0.74,35.52,4.12247790113641,-7.105427357601e-15
49,4.12155441393767,0.327844558606233,0.74,36.26,4.12155441393767,0
50,4.12063637647108,0.327936362352892,0.74,37,4.1206363764711,1.68753899743024e-14
51,4.11972374760683,0.328027625239317,0.74,37.74,4.11972374760683,7.99360577730113e-15
52,4.11881648652545,0.328118351347455,0.74,38.48,4.11881648652543,-1.33226762955019e-14
53,4.11791455271552,0.328208544728448,0.74,39.22,4.11791455271552,0
54,4.11701790597147,0.328298209402853,0.74,39.96,4.11701790597146,-7.99360577730113e-15
55,4.11612650639108,0.328387349360892,0.74,40.7,4.11612650639106,-2.48689957516035e-14
56,4.11524031437327,0.328475968562673,0.74,41.44,4.11524031437327,6.21724893790088e-15
57,4.11435929061594,0.328564070938406,0.74,42.18,4.11435929061593,-6.21724893790088e-15
58,4.11348339611348,0.328651660388652,0.74,42.92,4.11348339611348,-4.44089209850063e-15
59,4.11261259215473,0.328738740784527,0.74,43.66,4.11261259215474,2.66453525910038e-15
60,4.11174684032068,0.328825315967932,0.74,44.4,4.1117468403207,1.86517468137026e-14
