t_s,v_measured_V,is_A,i_A,q_C,v_fitted_V,residual_V
507,3.93731579451764,0.346268420548236,0.74,375.180000000003,3.93731579451767,2.17603712826531e-14
508,3.93709209361165,0.346290790638835,0.74,375.920000000003,3.93709209361167,1.64313007644523e-14
509,3.93686856105555,0.346313143894445,0.74,376.660000000003,3.93686856105555,1.33226762955019e-15
510,3.93664519557871,0.346335480442129,0.74,377.400000000003,3.93664519557873,2.70894418008538e-14
511,3.93642199592023,0.346357800407977,0.74,378.140000000003,3.93642199592024,1.19904086659517e-14
512,3.93619896082862,0.346380103917138,0.74,378.880000000003,3.9361989608286,-1.64313007644523e-14
513,3.93597608906182,0.346402391093818,0.74,379.620000000003,3.9359760890618,-2.08721928629529e-14
514,3.93575337938719,0.346424662061281,0.74,380.360000000003,3.9357533793872,2.22044604925031e-15
515,3.93553083058143,0.346446916941857,0.74,381.100000000003,3.93553083058143,6.66133814775094e-15
516,3.93530844143041,0.346469155856959,0.74,381.840000000003,3.93530844143041,-1.33226762955019e-15
517,3.93508621072917,0.346491378927083,0.74,382.580000000003,3.93508621072917,-4.44089209850063e-16
518,3.93486413728186,0.346513586271814,0.74,383.320000000003,3.93486413728186,-4.88498130835069e-15
519,3.93464221990166,0.346535778009834,0.74,384.060000000003,3.93464221990165,-9.32587340685131e-15
520,3.93442045741068,0.346557954258932,0.74,384.800000000003,3.93442045741068,-4.88498130835069e-15
521,3.93419884863994,0.346580115136006,0.74,385.540000000003,3.93419884863995,1.02140518265514e-14
522,3.93397739242931,0.346602260757069,0.74,386.280000000003,3.93397739242931,-6.66133814775094e-15
523,3.93375608762733,0.346624391237267,0.74,387.020000000003,3.93375608762735,1.55431223447522e-14
524,3.93353493309135,0.346646506690865,0.74,387.760000000003,3.93353493309135,1.33226762955019e-15
525,3.93331392768727,0.346668607231273,0.74,388.500000000003,3.93331392768724,-2.88657986402541e-14
526,3.93309307028946,0.346690692971054,0.74,389.240000000003,3.93309307028946,5.77315972805081e-15
527,3.93287235978099,0.346712764021901,0.74,389.980000000003,3.932872359781,1.02140518265514e-14
528,3.93265179505323,0.346734820494677,0.74,390.720000000003,3.93265179505323,-4.44089209850063e-16
529,3.9324313750059,0.34675686249941,0.74,391.460000000003,3.93243137500592,1.99840144432528e-14
530,3.93221109854716,0.346778890145284,0.74,392.200000000003,3.93221109854714,-1.73194791841524e-14
531,3.93199096459318,0.346800903540682,0.74,392.940000000003,3.93199096459318,-1.33226762955019e-15
532,3.93177097206853,0.346822902793147,0.74,393.680000000003,3.93177097206853,-3.10862446895044e-15
533,3.93155111990578,0.346844888009422,0.74,394.420000000003,3.93155111990579,1.28785870856518e-14
534,3.9313314070456,0.34686685929544,0.74,395.160000000003,3.93133140704561,7.54951656745106e-15
535,3.93111183243664,0.346888816756336,0.74,395.900000000003,3.93111183243665,4.88498130835069e-15
536,3.9308923950355,0.34691076049645,0.74,396.640000000003,3.93089239503548,-1.73194791841524e-14
537,3.93067309380655,0.346932690619345,0.74,397.380000000003,3.93067309380658,2.79776202205539e-14
538,3.93045392772223,0.346954607227777,0.74,398.120000000003,3.9304539277222,-2.44249065417534e-14
539,3.93023489576237,0.346976510423763,0.74,398.860000000003,3.93023489576239,2.35367281220533e-14
540,3.93001599691488,0.346998400308512,0.74,399.600000000003,3.93001599691487,-1.33226762955019e-15
541,3.92979723017504,0.347020276982496,0.74,400.340000000003,3.92979723017502,-2.35367281220533e-14
542,3.92957859454577,0.347042140545423,0.74,401.080000000003,3.92957859454577,-3.10862446895044e-15
543,3.9293600890376,0.34706399109624,0.74,401.820000000003,3.92936008903761,1.02140518265514e-14
544,3.92914171266847,0.347085828733153,0.74,402.560000000003,3.92914171266848,1.37667655053519e-14
545,3.92892346446374,0.347107653553626,0.74,403.300000000003,3.92892346446373,-1.33226762955019e-15
546,3.92870534345607,0.347129465654393,0.74,404.040000000003,3.92870534345608,9.32587340685131e-15
547,3.92848734868554,0.347151265131446,0.74,404.780000000003,3.92848734868553,-2.22044604925031e-15
548,3.92826947919932,0.347173052080068,0.74,405.520000000003,3.92826947919934,2.97539770599542e-14
549,3.92805173405196,0.347194826594804,0.74,406.260000000003,3.92805173405196,4.44089209850063e-16
550,3.92783411230496,0.347216588769504,0.74,407.000000000003,3.92783411230497,1.33226762955019e-15
551,3.92761661302703,0.347238338697297,0.74,407.740000000003,3.92761661302702,-5.77315972805081e-15
552,3.92739923529379,0.347260076470621,0.74,408.480000000003,3.92739923529382,2.97539770599542e-14
553,3.92718197818803,0.347281802181197,0.74,409.220000000003,3.92718197818803,2.22044604925031e-15
554,3.92696484079926,0.347303515920074,0.74,409.960000000003,3.92696484079925,-7.54951656745106e-15
555,3.92674782222392,0.347325217777608,0.74,410.700000000003,3.92674782222393,1.73194791841524e-14
556,3.92653092156536,0.347346907843464,0.74,411.440000000003,3.92653092156537,8.43769498715119e-15
557,3.92631413793362,0.347368586206638,0.74,412.180000000003,3.9263141379336,-1.99840144432528e-14
558,3.9260974704454,0.34739025295546,0.74,412.920000000003,3.92609747044539,-9.32587340685131e-15
559,3.92588091822418,0.347411908177582,0.74,413.660000000003,3.92588091822418,-3.99680288865056e-15
560,3.9256644804,0.34743355196,0.74,414.400000000003,3.92566448040001,3.99680288865056e-15
561,3.9254481561095,0.34745518438905,0.74,415.140000000003,3.92544815610949,-9.32587340685131e-15
562,3.92523194449575,0.347476805550425,0.74,415.880000000003,3.92523194449575,4.44089209850063e-16
563,3.92501584470838,0.347498415529162,0.74,416.620000000003,3.92501584470839,5.77315972805081e-15
564,3.92479985590342,0.347520014409658,0.74,417.360000000003,3.92479985590342,1.33226762955019e-15
565,3.92458397724323,0.347541602275677,0.74,418.100000000003,3.92458397724322,-1.46549439250521e-14
566,3.92436820789649,0.347563179210351,0.74,418.840000000003,3.92436820789649,-2.22044604925031e-15
567,3.9241525470382,0.34758474529618,0.74,419.580000000003,3.92415254703822,1.46549439250521e-14
568,3.92393699384959,0.347606300615041,0.74,420.320000000003,3.9239369938496,9.32587340685131e-15
569,3.92372154751803,0.347627845248197,0.74,421.060000000003,3.92372154751803,4.44089209850063e-16
570,3.92350620723701,0.347649379276299,0.74,421.800000000003,3.92350620723701,-4.44089209850063e-16
571,3.92329097220616,0.347670902779384,0.74,422.540000000003,3.92329097220615,-8.43769498715119e-15
572,3.92307584163109,0.347692415836891,0.74,423.280000000003,3.9230758416311,6.66133814775094e-15
573,3.92286081472349,0.347713918527651,0.74,424.020000000003,3.92286081472348,-1.11022302462516e-14
574,3.92264589070086,0.347735410929914,0.74,424.760000000003,3.92264589070089,3.15303338993544e-14
575,3.92243106878681,0.347756893121319,0.74,425.500000000003,3.92243106878683,2.26485497023532e-14
576,3.92221634821064,0.347778365178936,0.74,426.240000000003,3.92221634821064,-4.44089209850063e-16
577,3.9220017282075,0.34779982717925,0.74,426.980000000003,3.92200172820749,-1.19904086659517e-14
578,3.92178720801834,0.347821279198166,0.74,427.720000000003,3.92178720801833,-1.28785870856518e-14
579,3.92157278688984,0.347842721311016,0.74,428.460000000003,3.92157278688982,-1.64313007644523e-14
580,3.9213584640743,0.34786415359257,0.74,429.200000000003,3.92135846407432,2.26485497023532e-14
581,3.92114423882987,0.347885576117013,0.74,429.940000000003,3.92114423882983,-3.41948691584548e-14
582,3.92093011041996,0.347906988958004,0.74,430.680000000003,3.92093011041995,-1.37667655053519e-14
583,3.9207160781138,0.34792839218862,0.74,431.420000000003,3.92071607811382,1.90958360235527e-14
584,3.92050214118612,0.347949785881388,0.74,432.160000000003,3.92050214118612,-2.22044604925031e-15
585,3.920288298917,0.3479711701083,0.74,432.900000000003,3.92028829891699,-9.32587340685131e-15
586,3.92007455059198,0.347992544940802,0.74,433.640000000003,3.92007455059202,3.95239396766556e-14
587,3.91986089550215,0.348013910449785,0.74,434.380000000003,3.91986089550216,5.77315972805081e-15
588,3.91964733294375,0.348035266705625,0.74,435.120000000003,3.91964733294374,-1.02140518265514e-14
589,3.91943386221837,0.348056613778163,0.74,435.860000000003,3.9194338622184,2.62012633811537e-14
590,3.91922048263302,0.348077951736698,0.74,436.600000000003,3.91922048263302,-3.99680288865056e-15
591,3.91900719349974,0.348099280650026,0.74,437.340000000003,3.91900719349974,4.88498130835069e-15
592,3.91879399413591,0.348120600586409,0.74,438.080000000003,3.91879399413589,-1.90958360235527e-14
593,3.91858088386394,0.348141911613606,0.74,438.820000000003,3.91858088386394,4.44089209850063e-16
594,3.91836786201148,0.348163213798852,0.74,439.560000000003,3.91836786201148,-3.99680288865056e-15
595,3.91815492791116,0.348184507208884,0.74,440.300000000003,3.91815492791116,-4.44089209850063e-16
596,3.91794208090067,0.348205791909933,0.74,441.040000000003,3.9179420809007,2.26485497023532e-14
597,3.91772932032279,0.348227067967721,0.74,441.780000000003,3.91772932032278,-1.64313007644523e-14
598,3.91751664552507,0.348248335447493,0.74,442.520000000003,3.91751664552506,-8.43769498715119e-15
599,3.91730405586014,0.348269594413986,0.74,443.260000000003,3.91730405586013,-1.11022302462516e-14
600,3.91709155068546,0.348290844931454,0.74,444.000000000003,3.91709155068545,-2.22044604925031e-15
601,3.91687912936337,0.348312087063663,0.74,444.740000000003,3.91687912936334,-2.35367281220533e-14
602,3.91666679126092,0.348333320873908,0.74,445.480000000003,3.91666679126093,4.88498130835069e-15
603,3.91645453575012,0.348354546424988,0.74,446.220000000003,3.91645453575011,-4.88498130835069e-15
604,3.91624236220756,0.348375763779245,0.74,446.960000000004,3.91624236220755,-7.54951656745106e-15
605,3.91603027001457,0.348396972998543,0.74,447.700000000004,3.91603027001457,1.33226762955019e-15
606,3.91581825855721,0.348418174144279,0.74,448.440000000004,3.91581825855721,4.88498130835069e-15
607,3.91560632722613,0.348439367277387,0.74,449.180000000004,3.91560632722612,-1.11022302462516e-14
608,3.91539447541652,0.348460552458348,0.74,449.920000000004,3.91539447541654,1.64313007644523e-14
609,3.91518270252828,0.348481729747172,0.74,450.660000000004,3.91518270252828,-1.33226762955019e-15
610,3.9149710079657,0.34850289920343,0.74,451.400000000004,3.9149710079657,-3.99680288865056e-15
611,3.91475939113766,0.348524060886234,0.74,452.140000000004,3.91475939113763,-3.50830475781549e-14
612,3.91454785145734,0.348545214854266,0.74,452.880000000004,3.91454785145737,2.70894418008538e-14
613,3.91433638834266,0.348566361165734,0.74,453.620000000004,3.91433638834265,-1.28785870856518e-14
614,3.91412500121561,0.348587499878439,0.74,454.360000000004,3.91412500121559,-2.08721928629529e-14
615,3.91391368950269,0.348608631049731,0.74,455.100000000004,3.91391368950267,-1.99840144432528e-14
616,3.91370245263471,0.348629754736529,0.74,455.840000000004,3.91370245263471,3.10862446895044e-15
617,3.91349129004684,0.348650870995316,0.74,456.580000000004,3.91349129004681,-2.08721928629529e-14
618,3.91328020117831,0.348671979882169,0.74,457.320000000004,3.91328020117835,3.86357612569554e-14
619,3.91306918547295,0.348693081452705,0.74,458.060000000004,3.91306918547292,-3.33066907387547e-14
620,3.91285824237832,0.348714175762168,0.74,458.800000000004,3.91285824237832,-2.22044604925031e-15
621,3.91264737134654,0.348735262865346,0.74,459.540000000004,3.91264737134652,-1.64313007644523e-14
622,3.91243657183364,0.348756342816636,0.74,460.280000000004,3.91243657183363,-1.02140518265514e-14
623,3.91222584329986,0.348777415670014,0.74,461.020000000004,3.91222584329985,-1.90958360235527e-14
624,3.91201518520944,0.348798481479056,0.74,461.760000000004,3.91201518520946,1.64313007644523e-14
625,3.91180459703077,0.348819540296923,0.74,462.500000000004,3.91180459703078,1.73194791841524e-14
626,3.91159407823619,0.348840592176381,0.74,463.240000000004,3.91159407823617,-2.53130849614536e-14
627,3.91138362830191,0.348861637169809,0.74,463.980000000004,3.91138362830192,1.64313007644523e-14
628,3.9111732467083,0.34888267532917,0.74,464.720000000004,3.91117324670832,1.90958360235527e-14
629,3.91096293293955,0.348903706706045,0.74,465.460000000004,3.91096293293956,1.33226762955019e-15
630,3.9107526864837,0.34892473135163,0.74,466.200000000004,3.91075268648371,8.43769498715119e-15
631,3.91054250683277,0.348945749316723,0.74,466.940000000004,3.91054250683274,-2.70894418008538e-14
632,3.91033239348243,0.348966760651757,0.74,467.680000000004,3.91033239348242,-1.02140518265514e-14
633,3.91012234593236,0.348987765406764,0.74,468.420000000004,3.91012234593235,-1.55431223447522e-14
634,3.90991236368589,0.349008763631411,0.74,469.160000000004,3.90991236368588,-8.43769498715119e-15
635,3.90970244625015,0.349029755374985,0.74,469.900000000004,3.90970244625013,-1.82076576038526e-14
636,3.90949259313598,0.349050740686402,0.74,470.640000000004,3.90949259313594,-4.39648317751562e-14
637,3.90928280385782,0.349071719614218,0.74,471.380000000004,3.90928280385781,-6.66133814775094e-15
638,3.90907307793398,0.349092692206602,0.74,472.120000000004,3.90907307793395,-2.79776202205539e-14
639,3.90886341488618,0.349113658511382,0.74,472.860000000004,3.90886341488618,-4.88498130835069e-15
640,3.9086538142399,0.34913461857601,0.74,473.600000000004,3.90865381423992,2.44249065417534e-14
641,3.9084442755242,0.34915557244758,0.74,474.340000000004,3.9084442755242,-5.77315972805081e-15
642,3.90823479827159,0.349176520172841,0.74,475.080000000004,3.90823479827157,-2.26485497023532e-14
643,3.90802538201811,0.349197461798189,0.74,475.820000000004,3.90802538201814,2.79776202205539e-14
644,3.90781602630346,0.349218397369654,0.74,476.560000000004,3.9078160263035,3.06421554796543e-14
645,3.90760673067072,0.349239326932928,0.74,477.300000000004,3.90760673067071,-8.43769498715119e-15
646,3.9073974946663,0.34926025053337,0.74,478.040000000004,3.90739749466631,1.19904086659517e-14
647,3.90718831784022,0.349281168215978,0.74,478.780000000004,3.90718831784023,3.99680288865056e-15
648,3.90697919974582,0.349302080025418,0.74,479.520000000004,3.9069791997458,-1.82076576038526e-14
649,3.90677013993974,0.349322986006026,0.74,480.260000000004,3.90677013993974,2.22044604925031e-15
650,3.9065611379821,0.34934388620179,0.74,481.000000000004,3.9065611379821,3.10862446895044e-15
651,3.90635219343625,0.349364780656375,0.74,481.740000000004,3.90635219343625,4.44089209850063e-16
652,3.90614330586888,0.349385669413112,0.74,482.480000000004,3.90614330586886,-2.08721928629529e-14
653,3.90593447484989,0.349406552515011,0.74,483.220000000004,3.90593447484987,-1.64313007644523e-14
654,3.90572569995248,0.349427430004752,0.74,483.960000000004,3.90572569995246,-2.17603712826531e-14
655,3.90551698075308,0.349448301924692,0.74,484.700000000004,3.90551698075304,-3.50830475781549e-14
656,3.90530831683122,0.349469168316878,0.74,485.440000000004,3.90530831683121,-1.28785870856518e-14
657,3.90509970776975,0.349490029223025,0.74,486.180000000004,3.90509970776974,-6.66133814775094e-15
658,3.90489115315455,0.349510884684545,0.74,486.920000000004,3.90489115315456,1.02140518265514e-14
659,3.90468265257468,0.349531734742532,0.74,487.660000000004,3.90468265257471,3.41948691584548e-14
660,3.90447420562236,0.349552579437764,0.74,488.400000000004,3.90447420562234,-1.90958360235527e-14
661,3.90426581189271,0.349573418810729,0.74,489.140000000004,3.90426581189268,-2.88657986402541e-14
662,3.90405747098401,0.349594252901599,0.74,489.880000000004,3.90405747098401,-1.33226762955019e-15
663,3.90384918249765,0.349615081750235,0.74,490.620000000004,3.90384918249764,-1.02140518265514e-14
664,3.90364094603791,0.349635905396209,0.74,491.360000000004,3.90364094603789,-1.73194791841524e-14
665,3.90343276121209,0.349656723878791,0.74,492.100000000004,3.90343276121207,-1.46549439250521e-14
666,3.90322462763046,0.349677537236953,0.74,492.840000000004,3.90322462763045,-1.28785870856518e-14
667,3.90301654490625,0.349698345509375,0.74,493.580000000004,3.90301654490624,-8.43769498715119e-15
668,3.90280851265558,0.349719148734442,0.74,494.320000000004,3.90280851265557,-1.02140518265514e-14
669,3.90260053049747,0.349739946950253,0.74,495.060000000004,3.90260053049747,4.88498130835069e-15
670,3.90239259805384,0.349760740194616,0.74,495.800000000004,3.90239259805384,-4.44089209850063e-16
671,3.90218471494941,0.349781528505059,0.74,496.540000000004,3.90218471494943,1.37667655053519e-14
672,3.90197688081184,0.349802311918816,0.74,497.280000000004,3.90197688081183,-1.37667655053519e-14
673,3.90176909527142,0.349823090472858,0.74,498.020000000004,3.90176909527144,2.17603712826531e-14
674,3.90156135796144,0.349843864203856,0.74,498.760000000004,3.90156135796144,3.99680288865056e-15
675,3.9013536685178,0.34986463314822,0.74,499.500000000004,3.9013536685178,-2.22044604925031e-15
676,3.9011460265792,0.34988539734208,0.74,500.240000000004,3.9011460265792,1.33226762955019e-15
677,3.9009384317871,0.34990615682129,0.74,500.980000000004,3.90093843178708,-1.73194791841524e-14
678,3.90073088378557,0.349926911621443,0.74,501.720000000004,3.90073088378557,-2.22044604925031e-15
679,3.90052338222148,0.349947661777852,0.74,502.460000000004,3.90052338222149,9.32587340685131e-15
680,3.90031592674433,0.349968407325567,0.74,503.200000000004,3.90031592674432,-3.99680288865056e-15
681,3.90010851700617,0.349989148299383,0.74,503.940000000004,3.9001085170062,2.62012633811537e-14
682,3.89990115266187,0.350009884733813,0.74,504.680000000004,3.89990115266187,4.88498130835069e-15
683,3.8996938333687,0.35003061666313,0.74,505.420000000004,3.8996938333687,3.10862446895044e-15
684,3.89948655878663,0.350051344121337,0.74,506.160000000004,3.89948655878664,2.22044604925031e-15
685,3.89927932857816,0.350072067142184,0.74,506.900000000004,3.89927932857818,2.08721928629529e-14
686,3.89907214240841,0.350092785759159,0.74,507.640000000004,3.8990721424084,-1.90958360235527e-14
687,3.89886499994486,0.350113500005514,0.74,508.380000000004,3.89886499994487,3.10862446895044e-15
688,3.8986579008577,0.35013420991423,0.74,509.120000000004,3.89865790085768,-1.46549439250521e-14
689,3.89845084481942,0.350154915518058,0.74,509.860000000004,3.89845084481944,1.46549439250521e-14
690,3.89824383150517,0.350175616849483,0.74,510.600000000004,3.89824383150517,4.88498130835069e-15
691,3.89803686059238,0.350196313940762,0.74,511.340000000004,3.8980368605924,1.82076576038526e-14
692,3.89782993176107,0.350217006823893,0.74,512.080000000004,3.89782993176106,-4.88498130835069e-15
693,3.89762304469355,0.350237695530645,0.74,512.820000000004,3.89762304469351,-4.04121180963557e-14
694,3.89741619907448,0.350258380092552,0.74,513.560000000004,3.89741619907449,1.33226762955019e-15
695,3.89720939459116,0.350279060540884,0.74,514.300000000004,3.89720939459113,-2.44249065417534e-14
696,3.89700263093295,0.350299736906705,0.74,515.040000000004,3.89700263093294,-6.66133814775094e-15
697,3.89679590779173,0.350320409220827,0.74,515.780000000004,3.89679590779173,6.66133814775094e-15
698,3.89658922486169,0.350341077513831,0.74,516.520000000004,3.89658922486168,-5.77315972805081e-15
699,3.89638258183925,0.350361741816075,0.74,517.260000000004,3.89638258183924,-3.99680288865056e-15
700,3.89617597842317,0.350382402157683,0.74,518.000000000004,3.89617597842318,9.32587340685131e-15
701,3.89596941431452,0.350403058568548,0.74,518.740000000004,3.89596941431453,4.88498130835069e-15
702,3.89576288921657,0.350423711078343,0.74,519.480000000004,3.89576288921656,-6.66133814775094e-15
703,3.89555640283481,0.350444359716519,0.74,520.220000000004,3.89555640283482,3.99680288865056e-15
704,3.89534995487702,0.350465004512298,0.74,520.960000000004,3.89534995487704,1.73194791841524e-14
705,3.89514354505317,0.350485645494683,0.74,521.700000000004,3.89514354505317,4.44089209850063e-16
706,3.89493717307536,0.350506282692464,0.74,522.440000000004,3.89493717307537,5.77315972805081e-15
707,3.89473083865792,0.350526916134208,0.74,523.180000000004,3.89473083865794,1.46549439250521e-14
708,3.89452454151734,0.350547545848266,0.74,523.920000000004,3.89452454151734,4.44089209850063e-16
709,3.89431828137219,0.350568171862781,0.74,524.660000000004,3.8943182813722,5.77315972805081e-15
710,3.89411205794323,0.350588794205677,0.74,525.400000000004,3.89411205794324,3.99680288865056e-15
711,3.89390587095329,0.350609412904671,0.74,526.140000000004,3.89390587095329,2.22044604925031e-15
712,3.8936997201273,0.35063002798727,0.74,526.880000000004,3.8936997201273,-3.99680288865056e-15
713,3.89349360519225,0.350650639480775,0.74,527.620000000004,3.89349360519226,1.11022302462516e-14
714,3.89328752587724,0.350671247412276,0.74,528.360000000004,3.89328752587724,-2.22044604925031e-15
715,3.89308148191338,0.350691851808662,0.74,529.100000000004,3.89308148191335,-3.59712259978551e-14
716,3.89287547303371,0.350712452696629,0.74,529.840000000004,3.89287547303373,1.46549439250521e-14
717,3.8926694989735,0.35073305010265,0.74,530.580000000004,3.89266949897353,2.17603712826531e-14
718,3.89246355946989,0.350753644053011,0.74,531.320000000004,3.8924635594699,6.66133814775094e-15
719,3.89225765426195,0.350774234573805,0.74,532.060000000004,3.89225765426197,1.64313007644523e-14
720,3.89205178309086,0.350794821690914,0.74,532.800000000005,3.89205178309085,-1.37667655053519e-14
721,3.89184594569963,0.350815405430037,0.74,533.540000000005,3.89184594569959,-3.68594044175552e-14
722,3.89164014183316,0.350835985816684,0.74,534.280000000005,3.89164014183319,2.53130849614536e-14
723,3.89143437123857,0.350856562876143,0.74,535.020000000005,3.89143437123856,-1.28785870856518e-14
724,3.89122863366455,0.350877136633545,0.74,535.760000000005,3.89122863366454,-1.82076576038526e-14
725,3.89102292886184,0.350897707113816,0.74,536.500000000005,3.89102292886183,-9.32587340685131e-15
726,3.89081725658306,0.350918274341694,0.74,537.240000000005,3.89081725658306,-1.33226762955019e-15
727,3.8906116165827,0.35093883834173,0.74,537.980000000005,3.89061161658268,-1.82076576038526e-14
728,3.89040600861702,0.350959399138298,0.74,538.720000000005,3.89040600861703,1.02140518265514e-14
729,3.89020043244426,0.350979956755574,0.74,539.460000000005,3.89020043244426,-2.22044604925031e-15
730,3.88999488782437,0.351000511217563,0.74,540.200000000005,3.88999488782435,-1.90958360235527e-14
731,3.88978937451915,0.351021062548085,0.74,540.940000000005,3.88978937451911,-4.21884749357559e-14
732,3.88958389229214,0.351041610770786,0.74,541.680000000005,3.88958389229213,-6.66133814775094e-15
733,3.88937844090879,0.351062155909121,0.74,542.420000000005,3.88937844090878,-1.33226762955019e-15
734,3.88917302013621,0.351082697986379,0.74,543.160000000005,3.88917302013622,1.11022302462516e-14
735,3.88896762974332,0.351103237025668,0.74,543.900000000005,3.88896762974335,2.97539770599542e-14
736,3.88876226950083,0.351123773049917,0.74,544.640000000005,3.88876226950081,-1.82076576038526e-14
737,3.88855693918103,0.351144306081897,0.74,545.380000000005,3.88855693918099,-3.95239396766556e-14
738,3.88835163855796,0.351164836144204,0.74,546.120000000005,3.88835163855798,1.19904086659517e-14
739,3.88814636740756,0.351185363259244,0.74,546.860000000005,3.88814636740757,1.64313007644523e-14
740,3.8879411255073,0.35120588744927,0.74,547.600000000005,3.88794112550727,-2.26485497023532e-14
741,3.88773591263623,0.351226408736377,0.74,548.340000000005,3.88773591263625,1.55431223447522e-14
742,3.88753072857534,0.351246927142466,0.74,549.080000000005,3.88753072857533,-1.46549439250521e-14
743,3.88732557310701,0.351267442689299,0.74,549.820000000005,3.88732557310701,-4.44089209850063e-16
744,3.88712044601542,0.351287955398458,0.74,550.560000000005,3.88712044601541,-2.22044604925031e-15
745,3.8869153470863,0.35130846529137,0.74,551.300000000005,3.88691534708631,7.54951656745106e-15
746,3.8867102761071,0.35132897238929,0.74,552.040000000005,3.88671027610707,-2.62012633811537e-14
747,3.88650523286665,0.351349476713335,0.74,552.780000000005,3.88650523286667,1.82076576038526e-14
748,3.88630021715571,0.351369978284429,0.74,553.520000000005,3.88630021715569,-1.73194791841524e-14
749,3.88609522876627,0.351390477123373,0.74,554.260000000005,3.88609522876627,9.32587340685131e-15
750,3.88589026749213,0.351410973250787,0.74,555.000000000005,3.88589026749215,1.64313007644523e-14
751,3.88568533312858,0.351431466687142,0.74,555.740000000005,3.88568533312858,1.33226762955019e-15
752,3.88548042547239,0.351451957452761,0.74,556.480000000005,3.88548042547239,-1.33226762955019e-15
753,3.88527554432196,0.351472445567804,0.74,557.220000000005,3.88527554432194,-1.37667655053519e-14
754,3.88507068947709,0.351492931052291,0.74,557.960000000005,3.8850706894771,1.28785870856518e-14
755,3.88486586073927,0.351513413926073,0.74,558.700000000005,3.88486586073925,-1.37667655053519e-14
756,3.8846610579113,0.35153389420887,0.74,559.440000000005,3.88466105791128,-1.99840144432528e-14
757,3.88445628079754,0.351554371920246,0.74,560.180000000005,3.88445628079755,1.73194791841524e-14
758,3.88425152920391,0.351574847079609,0.74,560.920000000005,3.88425152920391,6.66133814775094e-15
759,3.88404680293772,0.351595319706228,0.74,561.660000000005,3.88404680293768,-4.21884749357559e-14
760,3.8838421018076,0.35161578981924,0.74,562.400000000005,3.8838421018076,-3.99680288865056e-15
761,3.88363742562387,0.351636257437613,0.74,563.140000000005,3.88363742562389,1.37667655053519e-14
762,3.88343277419818,0.351656722580182,0.74,563.880000000005,3.88343277419818,4.44089209850063e-16
763,3.88322814734354,0.351677185265646,0.74,564.620000000005,3.88322814734354,-1.33226762955019e-15
764,3.88302354487442,0.351697645512558,0.74,565.360000000005,3.88302354487444,1.64313007644523e-14
765,3.88281896660675,0.351718103339325,0.74,566.100000000005,3.88281896660673,-2.26485497023532e-14
766,3.88261441235767,0.351738558764233,0.74,566.840000000005,3.88261441235768,7.54951656745106e-15
767,3.8824098819459,0.35175901180541,0.74,567.580000000005,3.88240988194592,1.37667655053519e-14
768,3.88220537519146,0.351779462480854,0.74,568.320000000005,3.88220537519145,-6.66133814775094e-15
769,3.88200089191565,0.351799910808435,0.74,569.060000000005,3.88200089191565,-3.99680288865056e-15
770,3.88179643194121,0.351820356805879,0.74,569.800000000005,3.88179643194121,-3.10862446895044e-15
771,3.88159199509218,0.351840800490782,0.74,570.540000000005,3.88159199509218,-4.44089209850063e-16
772,3.88138758119396,0.351861241880604,0.74,571.280000000005,3.88138758119394,-2.70894418008538e-14
773,3.88118319007319,0.351881680992681,0.74,572.020000000005,3.88118319007317,-2.08721928629529e-14
774,3.88097882155787,0.351902117844212,0.74,572.760000000005,3.88097882155787,-3.99680288865056e-15
775,3.88077447547738,0.351922552452262,0.74,573.500000000005,3.88077447547734,-4.04121180963557e-14
776,3.88057015166214,0.351942984833786,0.74,574.240000000005,3.88057015166216,1.99840144432528e-14
777,3.88036584994418,0.351963415005582,0.74,574.980000000005,3.88036584994419,7.54951656745106e-15
778,3.88016157015659,0.351983842984341,0.74,575.720000000005,3.88016157015656,-2.79776202205539e-14
779,3.87995731213366,0.352004268786634,0.74,576.460000000005,3.87995731213365,-2.22044604925031e-15
780,3.87975307571111,0.352024692428889,0.74,577.200000000005,3.87975307571111,1.33226762955019e-15
781,3.87954886072581,0.352045113927419,0.74,577.940000000005,3.8795488607258,-4.88498130835069e-15
782,3.87934466701583,0.352065533298417,0.74,578.680000000005,3.87934466701583,5.77315972805081e-15
783,3.87914049442057,0.352085950557943,0.74,579.420000000005,3.87914049442054,-2.97539770599542e-14
784,3.87893634278043,0.352106365721957,0.74,580.160000000005,3.87893634278045,1.64313007644523e-14
785,3.87873221193729,0.352126778806271,0.74,580.900000000005,3.87873221193732,2.53130849614536e-14
786,3.87852810173408,0.352147189826592,0.74,581.640000000005,3.87852810173406,-1.19904086659517e-14
787,3.87832401201484,0.352167598798516,0.74,582.380000000005,3.87832401201482,-2.62012633811537e-14
788,3.87811994262486,0.352188005737514,0.74,583.120000000005,3.87811994262487,6.66133814775094e-15
789,3.87791589341069,0.352208410658931,0.74,583.860000000005,3.87791589341068,-3.10862446895044e-15
790,3.87771186421989,0.352228813578011,0.74,584.600000000005,3.87771186421988,-1.02140518265514e-14
791,3.87750785490124,0.352249214509876,0.74,585.340000000005,3.87750785490123,-1.28785870856518e-14
792,3.87730386530464,0.352269613469536,0.74,586.080000000005,3.87730386530463,-8.43769498715119e-15
793,3.87709989528113,0.352290010471887,0.74,586.820000000005,3.87709989528114,3.99680288865056e-15
